speaker,label,type,utterance
276335447,,," @XboxSupport3 Well yes, I only use those two."
276335447,,," The circle will just spin and the ""launch app"" button never appears"
139243072,,," @DSCamusLennon Have we tried deleting the apps, clearing your cache and redownloading?"
139243072,,, http://t.co/xMdpCvD6 ^JN
276335447,,, @XboxSupport3 It seems to be working fine now without my having to do that.
276335447,,, A little odd.

139243072,,, @Furrytr1angle We're looking into the issues with messages right now.
139243072,,, Here's more info: http://t.co/XeAWdHps ^OZ
252681748,,,@XboxSupport3 this invite problem is horrible when cod operations are going on

139243072,,,"@Bellygod0607 Oh, you'll want to take that pic down, and then you would need to contact phone support or the private forums on the issue^JN"
158763159,,,@XboxSupport3 why do I need to take the pic down and how come I need to call support instead of using twitter?
139243072,,,"@Bellygod0607 You'll want to contact this number, then 0800 587 1102  ^JN"

139243072,,, @Ojciec580 Are you seeing any error messages at all?
831120342,,,@XboxSupport3 nope just can't use any multiplayer games

139243072,,," @matthewshurst What happens if you go to purchase the content from the dashboard, does it show up as the same price before confirming?"
41615248,,,@XboxSupport3 No it shows the none-discounted price on the confirm purchase screen
139243072,,, @matthewshurst And is this for Rock Band 3 or Rock Band Blitz?
41615248,,,@XboxSupport3 This is on Rock Band 3
139243072,,, @matthewshurst Does the price stay consistent if you purchase it through the game marketplace?
139243072,,, @matthewshurst Did not see that tweet :).
139243072,,," Alright, I'll store that in the memory banks for later."
139243072,,, Anything else that we can help with?

139243072,,, @rdxscopezz You can follow the progress here: http://t.co/XeAWdHps Hopefully it will be fixed soon.
546533597,,,@XboxSupport3 thanks also is there a reason y htere has been a lot of xbl troubles lately

139243072,,, @coryrohrback There is an issue at the moment that is being looked into.
20300628,,, @XboxSupport3 http://t.co/fUp3LFJv Here is a video I made.
20300628,,, Is this the issue you guys are talking about?
20300628,,, It happens 7 times today to me.
139243072,,," @coryrohrback IF you disconnect from Xbox LIVE, do you see any freezing issues?"
20300628,,,"@XboxSupport3 I mostly play online, but it hasn't happened to me when I'm playing offline yet."
139243072,,,"@coryrohrback Yeah, then it is likely related to this issue:  http://t.co/XeAWdHps  ^AC"

139243072,,, @JackMarshallxD How old is that adapter?
382326091,,, @XboxSupport3 a year ..
382326091,,, Maybe less
139243072,,," @JackMarshallxD Ah, yes, then in that case you will need a new one I'm afraid."
139243072,,, Anyway you can connect with an ether net cable meantime?

139243072,,, @JeepCruzer Do you see any error codes when you try to access the app?
14358663,,,"@XboxSupport3 I did, but I now can not sign into live to duplicate the problem and get the code."

139243072,,, @VDubb722 By Odin's beard!
139243072,,, Is there anything we can help you with?
18125201,,, @XboxSupport3 Haha!
18125201,,," Thanks, but The Mighty @BillStebbins hooked me up with the info."

139243072,,, @codekilla Are you currently having issues?
139243072,,, If so what are they?
14399398,,, @XboxSupport3 it appears to be back to normal...
14399398,,, thanks
139243072,,, @codekilla Cool!
139243072,,, Keep us in mind if anything else pops up ^PC

139243072,,, @JayNica914 The team is looking in to this.
139243072,,, http://t.co/XeAWdHps ^RH
28428763,,, @XboxSupport3 Gotcha...
28428763,,, Can you tweet me to let me know when this is fixed...
139243072,,, @JayNica914 We will be sure to share with everybody.

139243072,,, @watchluvr1 Have you filed a complaint against that user yet?
266368937,,, @XboxSupport3 nope.
266368937,,, Not yet.
266368937,,," I know it was a silly video meant for laughs,but it uncovered someone who doesn't deserve to have an xbox!!"
139243072,,,@watchluvr1 Be sure to file complaints against anybody violating the Terms of Use of Code of Conduct ^PC
266368937,,,@XboxSupport3 will do
139243072,,, @watchluvr1 Anything else that we can help with today?

139243072,,, @EatTheBugs Do other kinds of cables work any better?
532773444,,,@XboxSupport3 Iâ€™ve only got two HDMI cables
139243072,,," @EatTheBugs Alrighty, then."
139243072,,, Let's try resetting the video - http://t.co/Wh6YEYi0 ^PC
532773444,,,@XboxSupport3 tried that.
139243072,,, @EatTheBugs Have you checked for firmware updates on the TV?
532773444,,," @XboxSupport3 yes, firmware up to date."
532773444,,, Iâ€™m under warranty until 2014.

139243072,,," @wildmanjayden Hi there, we're looking into this for you."
139243072,,, Here's the latest info we have http://t.co/XeAWdHps ^OZ
510163955,,,@XboxSupport3 i will be playing a game an invite a friend to my party and my xbox will freeze and  i loose all my progress

139243072,,, @DNR_Gaming We were just trying to help.
139243072,,, He often tweets out news before anyone else.
609090038,,,@XboxSupport3 do you guys not know anyone else I can follow but not @majornelson since I'm following him.

139243072,,,@SzczesnyLAD The Xbox 360 is not compatible with other consoles I'm afraid ^JN
215000570,,,@XboxSupport3 can you trade my ps3 remote for an xbox one?
139243072,,, @SzczesnyLAD We don't have that ability I'm afraid.

139243072,,, @xxREAPERxx35 It depends.
139243072,,," If you haven't heard anything from us by Friday this week, let us know ^JN"
150966899,,,@XboxSupport3 ok will do thx JN just want get started :)

139243072,,, @Fr0ntLineTeam We definitely want folks back up and gaming ASAP.
139243072,,, You can see the latest info here: http://t.co/XeAWdHps ^OZ
602030842,,, @XboxSupport3 How long til it will be back?
602030842,,, ETA?

139243072,,, @TrueBrown17 That's related to the current service alert.
139243072,,, Keep an eye here for updates http://t.co/XeAWdHps ^JN
415340810,,, @XboxSupport3 that sends me to an error page.
415340810,,, The page has an error.
415340810,,, )
139243072,,, @TrueBrown17 What browser are you using?
415340810,,, @XboxSupport3 im using my droid x2.
415340810,,, I was able to view it after i posted to you i saw u posted it for someone else and it worked Now it dont
139243072,,, @TrueBrown17 Can you try looking at it from a computer?

201971456,,,@XboxSupport1 Can you do something to help me?
139239482,,, @ArtSooby You're waiting for an email from support regarding this?
201971456,,, @XboxSupport1 for this level.
201971456,,, My issue is a 2 month one ...
201971456,,, waiting since then
139239482,,, @ArtSooby And you contacted them via email 2 months ago and haven't heard back?
201971456,,,@XboxSupport1 I'm about to reach Steve Ballmer if this circus keep going on
139239482,,," @ArtSooby Did you convert your WLID to an outlook account, or did you create a new WLID?"
201971456,,, @XboxSupport1 I converted my old adress (the_artist1977@msn.com) to my new one (nordiques@outlook.com).
201971456,,, I did not creat a new one.
139239482,,," @ArtSooby When you try to purchase the content on the phone, what does the confirmation screen say?"
201971456,,, @XboxSupport1 when I clic BUY normaly the next screen tell me to INSTALL.
201971456,,, Now it show on both screen BUY.
201971456,,," I reseted my phone, still the same"
139239482,,, @ArtSooby What exactly does the confirmation screen say?
201971456,,," @XboxSupport1 1st screen: TRY or BUY and 2nd screen BUY or CANCEL (from Angry Birds, witch I purchased months ago."
201971456,,, did not recognize it)
139239482,,," @ArtSooby When you go to your purchase history on the website, do you see Angry Birds there?"
201971456,,, @XboxSupport1 I do not see Angry Birds from http://t.co/XAMDog3U history.
201971456,,, I do see my purchase history on MS Account Manager web site.
139239482,,, @ArtSooby Can you try redownloading one that you do see on the purchase history?
201971456,,, @XboxSupport1 I do see it if I purchase it.
201971456,,," I just did it with ""Mirror Edge"" game."
201971456,,, If I purchase all my apps again I will see them.
201971456,,, @XboxSupport1 But I do not want to spend another 295$.
201971456,,, I do not want to pay again for something I already paid.
139239482,,," @ArtSooby Just to clarify, trying to redownload from the purchase history still asks you to pay for the content again?"
201971456,,," @XboxSupport1 I do not have to pay again if it is in my download history, like ""Mirror Edge""."
201971456,,, I can install it for free now.
201971456,,, @XboxSupport1 Everything I bought after the 2nd of August 2012 is in my history.
201971456,,, Everything before this date is not in my history anymore.
139239482,,, @ArtSooby Ok so everything is good now?
139239482,,, @ArtSooby Did you ever change or use a new WLID on that date?
139239482,,, Do you see the purchases on https://t.co/S1H728Xe ?
201971456,,, @XboxSupport1 No it is not good now.
201971456,,, I lost all my purchases from 31 Jan 2011 to 02 Aug 2012 (lost 67 apps for a total of 295$)
201971456,,, @XboxSupport1 http://t.co/XAMDog3U history do not reflect all my purchases from http://t.co/1SEnnoKb web site.
201971456,,, 67 apps missing for 295$
139239482,,, @ArtSooby So it does not show on https://t.co/S1H728Xe ?
139239482,,," @ArtSooby OK, we wouldn't be able to assist with that here, have you tried chat support?"
139239482,,, http://t.co/JBtwcl7u ^PJ
201971456,,," @XboxSupport1 Yes, I did a chat support."
201971456,,, I tried everything.
201971456,,, Do you have a red phone number?
201971456,,, Someone who have ultimate power to help me?
139239482,,, @ArtSooby We don't.
139239482,,, Chat support would be the only ones who could assist with this issue.
201971456,,, @XboxSupport1 Â¸the Xbox Live chat support?
201971456,,, What is the web link for it?
201971456,,, I will try it again.
139239482,,,@ArtSooby They can be reached here: http://t.co/JBtwcl7u ^PJ

139239482,,, @andyiscertified There are windows phones currently on the market.
139239482,,, May want to talk to @WinPhoneSupport on that ^JN
381819131,,,@XboxSupport1 @WinPhoneSupport  wow cool you make phones did not know cool what about tablets
139239482,,,@andyiscertified Let us know if you have any Xbox support related questions ^JN

373109508,,, @XboxSupport1 I have other question...
373109508,,, How do I watch all my sent messages??
139239482,,, @serca98 Are you talking about Xbox messages?
373109508,,,@XboxSupport1 yes :3
139239482,,,"@serca98 I don't think there is a way to keep track of sent messages, unfortunately ^PC"
373109508,,,@XboxSupport1 ok thanks :D
139239482,,,@serca98 You're welcome ^PC

139239482,,, @Fairbanks08 Any Xbox questions that we can help with today?
396530200,,,"@XboxSupport1 no, sorry I was replying to @Calfreezy"

139239482,,," @iSamuel3417 By blocked, did you just forget your password?"
422897504,,,@XboxSupport1 no i got threatened to be hacked so i updated all my info and forgot it and i used a ipod to log in and they blocked it?
139239482,,, @iSamuel3417 What happens when you try the steps here.
139239482,,, http://t.co/Ho63fMQb ^JN
422897504,,, @XboxSupport1 nothing i can't remember my info so im completely stuck.
422897504,,, And it makes me really mad.

139239482,,, @MilitantBoBz What's the error message that you're getting?
277135985,,," @XboxSupport1 it says, cant retrieve info from XBL please try again later."
277135985,,, Status code: 80070057
139239482,,, @MilitantBoBz Are you currently on a wired or wireless connection?
277135985,,,@XboxSupport1 wired

139239482,,, @JKArcade So this interrupts mid game correct?
16549467,,,"@XboxSupport1 that's correct, in fact, it just turned off on its own."
139239482,,,"@JKArcade Yep, at the Microsoft Store http://t.co/hEOzOomd  ^JD"
16549467,,,"@XboxSupport1 If I plug my Turtle Beach X32's into the rear USB port and they work, would that be proof enough that it's the sensor/cable?"
139239482,,,@JKArcade That'd be a good step to try - it would help isolate the issue ^JD
16549467,,,"@XboxSupport1 Alright, I'm going to make dinner, but I will write back shortly."
139239482,,,@JKArcade Sounds good ^JD
16549467,,, @XboxSupport1 My Turtle Beach's and all my wireless headsets work flawlessly running/charging from the rear USB port....
16549467,,, given that (1/2)
16549467,,,"@XboxSupport1 given that the Kinect works out of the front USB and sometimes from the rear, tells me that it's probably the sensor itself."
139239482,,, @JKArcade So you requested to have the label dropped off by FedEx?
16549467,,," @XboxSupport1 I chose the option said ""FedEx Drop Off"", maybe I misunderstood?"
16549467,,, Can you clarify please?
139239482,,," @JKArcade To clarify, when did you submit the repair?"
16549467,,,"@XboxSupport1 just a moment ago, I assumed the label would be a download."
139239482,,, @JKArcade You may want to check the status here: http://t.co/gJS8ilNW Sounds like you may have requested to have the label shipped.
16549467,,,"@XboxSupport1 I must have misunderstood the options then, will an entire box show up or just the label?"
139239482,,, @JKArcade I believe just the label.
16549467,,,@XboxSupport1 do you know how long it might take to receive the label?
139239482,,, @JKArcade I believe 3 to 5 business days.

139239482,,, @tomtrussler Ah you may need to purchase a replacement then.
146812898,,, @XboxSupport1 I might just pre-order GTA5 then...
146812898,,, Be easier I think :)
139239482,,," @tomtrussler if there's anything else we can further assist you with, please do let us know."
139239482,,, Thanks.
146812898,,, @XboxSupport1 Will do!
146812898,,, Thankyou guys
139239482,,," @tomtrussler you're welcome, anytime."
139239482,,, Cheers.

139239482,,, @RobertYoung14 are you on a wired or wireless connection?
308450104,,,@XboxSupport1 I'm on a wired connection
139239482,,, @RobertYoung14 What's the name of the film that you're trying to rent?
308450104,,,@XboxSupport1 superman doomsday
139239482,,, @RobertYoung14 Can you DM us your gamertag?
308450104,,,@XboxSupport1 will do
139239482,,," @RobertYoung14 Thanks, please stay tuned for an update."
308450104,,,@XboxSupport1 will do thanks ??
139239482,,, @RobertYoung14 you're welcome.

139239482,,," @DisposableHero8 That's strange, are you seeing any error messages at all when you sign in?"
25968361,,, @XboxSupport1 Nope.
25968361,,," Everything seems fine at start-up, then once I sign in it takes me to the Avatar creation screen and my info is missing"
139239482,,,@DisposableHero8 Can you clear the console cache and redownload your profile http://t.co/Yy3otP6R http://t.co/8kgMMGik ^PJ

139239482,,," @RohitJagasia1 If you start another game, it should notify you if the download has stopped."
288135274,,,"@XboxSupport1 Alright, if I've turn off my console and the put it on the next time the download will begin from where it stopped??"
139239482,,, @RohitJagasia1 It may need to start over.
288135274,,,"@XboxSupport1 Oh :  alright my Xbox has been on for quite some time now, hope that doesn't affect the console."
139239482,,, @RohitJagasia1 No it should be fine.
288135274,,, @XboxSupport1 Thank you so much!
288135274,,, :D
139239482,,, @RohitJagasia1 You're welcome.
288135274,,,"@XboxSupport1 The support told me if I switch my console off, I might have to download fifa demo all over again but it started where it shut"
139239482,,, @RohitJagasia1 Do you have background downloads enabled?
288135274,,, @XboxSupport1 I have default factory settings.
288135274,,, I haven't enabled or disabled any background download settings.
139239482,,, @RohitJagasia1 If you turn on background downloads you can turn the console off and the downloads will continue.
288135274,,,@XboxSupport1 oh so if enable them and I download 80% now I can switch it off and download the 20% later?
139239482,,, @RohitJagasia1 It will finish it while the console is off and will be ready when you turn the console back on.
288135274,,, @XboxSupport1 Oh that's so cool!
288135274,,, Thanks!
288135274,,, :D
139239482,,, @RohitJagasia1 You're welcome.

139239482,,, @Lukejohns12 What title was this?
368685556,,," @XboxSupport1 FIFA 13 , it's happened with other games that I PAID FOR aswell."
368685556,,," I've had the same re download, clear system which doesnt work"
139239482,,, @Lukejohns12 How much free space do you have on your hard drive?
368685556,,,@XboxSupport1 100gb is free
139239482,,," @Lukejohns12 Can you remove the demo, download an item of similar size and then redownload the demo?"
368685556,,,"@XboxSupport1 I've been told that before and didn't work, also it takes ages to  Download"
139239482,,, @Lukejohns12 Was that with the other title or with the demo today?
368685556,,,"@XboxSupport1 others but I've been told loads of times and not worked,"
139239482,,, @Lukejohns12 It may still be worth a try.
139239482,,, What is the exact message you see again?
368685556,,,@XboxSupport1 Disk is unreadable please clean with a cloth.....
139239482,,, @Lukejohns12 It sounds like doing those steps may help.
368685556,,, @XboxSupport1 but I can't clean a downloaded game???
368685556,,, It's the error which normally happens with scratched game.
139239482,,, @Lukejohns12 That is correct.
139239482,,, Which is why those steps can help.
368685556,,, @XboxSupport1 do you mean the disk is unreadable steps?
368685556,,, It says clean scratched disk but I can't Because it is downloaded on my hardrive
139239482,,," @Lukejohns12 We meant removing it from the console, downloading something of similar size and then redownloading."
368685556,,,@XboxSupport1 ok then but it probably won't work
139239482,,, @Lukejohns12 Do let us know how it goes.
368685556,,,"@XboxSupport1 downloaded something similar and still doesn't work, Sick of this now, just me that it happens angry http://t.co/dxVFmFUn"
139239482,,, @Lukejohns12 What storage device is the game on?
368685556,,,"@XboxSupport1 hardrive, other games I downloaded the to fill the space don't work either :("
139239482,,, @Lukejohns12 Do you have a USB flashdrive you can try loading the game from?
368685556,,,"@XboxSupport1 yes plugged it, I tried to move it but said cannot perform action"
139239482,,, @Lukejohns12 Is the flashdrive set up for use with the console?
368685556,,,"@XboxSupport1 yes in configured it,   And Of course my FIFA doesn't work, just give my xbox a thump, it's going down the stairs soon."
368685556,,,@XboxSupport1 yes
139239482,,, @Lukejohns12 If you remove the hard drive (with the console off) can you download direct to the thumbdrive?
368685556,,,@XboxSupport1 no the only option is memory unit
139239482,,, @Lukejohns12 Can you give that a try to see if that works?
368685556,,,@XboxSupport1 my memory unit does not have enough memory
139239482,,, @Lukejohns12 What size is the thumbdrive?
368685556,,,@XboxSupport1 it is 3 gb but it does not let me select it only let's me select my built in memory unit which is 100 mb
139239482,,, @Lukejohns12 And the flashdrive does not either?
139239482,,, @Lukejohns12 To move or to download the content again?
368685556,,,@XboxSupport1 both
139239482,,, @Lukejohns12 How much free space does the flashdrive currently show?
368685556,,,"@XboxSupport1 3gb, I think it's just my hardrive, I had some of these problems before but they always got fixed, now nothin i download works"
139239482,,, @Lukejohns12 How long have you owned the console?
368685556,,,@XboxSupport1 2 years
139239482,,, @Lukejohns12 It sounds like the console may be outside of its warranty period but it may be in need of repair.
368685556,,,@XboxSupport1 I've deleted some other stuff on my HD and redownloaded
139239482,,," @Lukejohns12 Okay, let us know."
368685556,,,@XboxSupport1 im putting a good review in for you
139239482,,, @Lukejohns12 That is up to you.
139239482,,, We are happy to continue troubleshooting if you'd like.
368685556,,,"@XboxSupport1 ok contact you soon, used the survey I got sent, told them rob helped me, (at least I think your called rob)"
139239482,,, @Lukejohns12 Sounds good.
139239482,,, Cheers.

139239482,,," @Kgtv123 Tied to the same service alerts, http://t.co/6N6mW5mT &amp; try again later."
139239482,,," @Kgtv123 We understand the frustration, you may want to try again later."

139239482,,,@alexmparish we'd urge you to contact our phone team or post on the beta forums about that  ^JD
14967834,,, @XboxSupport1 I'll check out the forums later tonight.
14967834,,, Thanks!

139239482,,, @Thee_TriiGGa Are you able to try a wired connection to see if you are able to connect?
466661985,,,"@XboxSupport1 i am able to connect through a wired connection, ive tried that"
139239482,,," @Thee_TriiGGa Alright, cool."
139239482,,," Where does the wireless connection stop when you try to get on Live, exactly?"
466661985,,," @XboxSupport1 at the very first step, nearly right away."
466661985,,," it has a constant red light and says ""test failed..."
466661985,,," can't connect to wireless"""
139239482,,, @Thee_TriiGGa Okay.
139239482,,," Is it an N router, perhaps?"
466661985,,,@XboxSupport1 not sure what that means
466661985,,," @XboxSupport1 okay i know what that means, but where would i find that info?"
466661985,,, on the router itself?
139239482,,, @Thee_TriiGGa It's a way that the router broadcasts the wireless.
139239482,,," If it's using an N signal, the white adapter won't be able to connect ^PC"
466661985,,,"@XboxSupport1 that's probably the exact issue then, what's the best way to go about getting connected wirelessly then?"
139239482,,, @Thee_TriiGGa The info would either be on the router or in its settings.
139239482,,, There's a newer model of adapter that can handle N networks (c.
139239482,,, )^PC
139239482,,,@Thee_TriiGGa This guy - http://t.co/eM7BNog9 It works a bit better in general ^PC
466661985,,,@XboxSupport1 would that be the black one?
466661985,,, @XboxSupport1 ok...
466661985,,, looks like i'll have to invest in that.
466661985,,, thanks so much for the help and info!
139239482,,, @Thee_TriiGGa You're welcome.
139239482,,," Alternatively, you may be able to change what the router broadcasts at."
139239482,,," N is the best, though ^PC"

139239482,,, @imDeaton How are you connected to the internet?
139239482,,, Wired/wireless?
171413364,,, @XboxSupport1 wireless.
171413364,,, and no I can't connect wired
139239482,,,@imDeaton Let's head over to http://t.co/edgLK7RI then link us to the results when you can ^JX
171413364,,,@XboxSupport1 well I'm on an iPad so it won't be the same if I did it on a computer but okay
171413364,,,@XboxSupport1 http://t.co/IIuEmAhs
139239482,,,"@imDeaton It looks like your speed is the issue here, we recommend a minimum of 3Mbps download &amp; 1 Mbps upload ^JX"
139239482,,, @imDeaton Did you have a chance to contact your Internet Service provider?
171413364,,,@XboxSupport1 I'm to lazy
139239482,,,@imDeaton Be sure to give them a call to inqurie about faster download upload speeds &amp; keep us posted ^JX

139239482,,," @ThePaperDummy2 No, you will need a parent account to create an EA account and give you permissions to play the game though."
771534475,,,@XboxSupport1 Ok because I was like that would be weird and everything that I can play COD but not BF3 lol
139239482,,," @ThePaperDummy2 Ya, I do know however that if you are under 13 of age you won't be able to play LIVE at all with EA games."
771534475,,, @XboxSupport1 well I turn 13 on sep.
771534475,,, so lol!
139239482,,, @ThePaperDummy2 There you go!
139239482,,, :) Just be sure to have a parent account link your GT with the EA account.
771534475,,,@XboxSupport1 I will I think I will still buy it and then just create another xbl account for the free month of xbl to play online lol
139239482,,, @ThePaperDummy2 Cheers!
771534475,,,@XboxSupport1 Hey I was wondering how can I change my xbl membership to automatically renew every year for $60 instead of every 3 months?
771534475,,,@XboxSupport1 Hey I was wondering how can I change my xbl membership to automatically renew every year for $60 instead of every 3 months?!
139239482,,, @ThePaperDummy2 You should be able to change that option on the console under Settings&gt;Account&gt;Manage Subscription.

139239482,,, @chareltje Awesome!
139239482,,, Anything else that we can help with today?
145812836,,,@XboxSupport1 no thanks

139239482,,, @Ind1gnation does it show/not show on http://t.co/1HXj0y4K versus console?
139239482,,, @Ind1gnation what does it show on your console?
221723303,,,@XboxSupport1 It shows me 950/1000 on the console also
139239482,,, @Ind1gnation This is for the Games for Windows LIVE version of Dark Souls?
139239482,,, Let's try posting here: http://t.co/xyivK9Oz for more info ^JX
221723303,,, @XboxSupport1 Yes it is.
221723303,,, Ill try posting there...
221723303,,," I hope it works, it'd be a major bummer to not get a full completion after 90 hours"

139239482,,, @McDevlin182 So you are currently able to complete chats now correct?
394776388,,,@XboxSupport1 yes
139239482,,, @McDevlin182 Have there been any other changes to your account?
394776388,,,@XboxSupport1 no
139239482,,, @McDevlin182 Which browsers are you seeing this in?
394776388,,,"@XboxSupport1 mozilla firefox, google chrome, internet explorer"
139239482,,, @McDevlin182 Can you send us a direct message with your Gamertag?

139239482,,, @orlando393 We are aware of the issue and looking in to it at the moment.
261991158,,,@XboxSupport1 pls halp i want to pley mincraf wit frands pls k thnx

139239482,,, @Adam_Landau We do not share that kind of information.
600864637,,,@XboxSupport1 Are you only allowed to say that?
139239482,,, @Adam_Landau We're here to answer any other Xbox support questions that you may have.
600864637,,, @XboxSupport1 I see.
600864637,,, Do you have any questions?
139239482,,, @Adam_Landau Nothing in particular.
139239482,,, Anything we can help you with tonight though?
600864637,,,@XboxSupport1 Up for a chat?
139239482,,, @Adam_Landau Is there anything we can help you with today?
600864637,,,@XboxSupport1 Hi again Rob!
139239482,,, @Adam_Landau Hello!
139239482,,, Did you have any Xbox support related questions?
600864637,,,@XboxSupport1 Your not Rob...

139239482,,, @shane_the_mayne And you didn't purchase any of these points at all?
42998317,,,@XboxSupport1 nope I was checking for some DLC today and I noticed I had that much maybe since I got the summer arcade games?
42998317,,,@XboxSupport1 well I had 150 points left over and then I bought a 1600 points card and I was left with 1350 but my total is now is 2950.
139239482,,,"@shane_the_mayne Okay, what's your point history look like at http://t.co/LPYvYald ^JN"
42998317,,, @XboxSupport1 here is a pic that's what it showed.
42998317,,, http://t.co/eLJZh62D
139239482,,," @shane_the_mayne Alright, can you send us a DM with your GT to our primary account."
139239482,,, Should have just followed you ^JN

139239482,,, @MajorShots So you are able to sign in without issue?
139239482,,, The sign in was likely to verify that your contact info is up to date ^JX
139239482,,,"@MajorShots Excellent, never hurts to be safe :) ^JX"

139239482,,,@RobertBN25 Most likely the designers of the app put any filters in place ^JX
522131436,,,@XboxSupport1 Is it possible to contact them?
139239482,,," @RobertBN25 I don't have contact info for that team, was there something I can help with?"
522131436,,, @XboxSupport1 That is all.
522131436,,, Thanks.

139239482,,, @skunkslayer are you on a wired or wireless connection?
71375737,,,@XboxSupport1 wireless
139239482,,, @skunkslayer can you try to reset your router and modem and let us know how it goes?
71375737,,, @XboxSupport1 rebooted modem/router and i am still getting the same status code.
71375737,,, multiplayer gaming is working fine however.
139239482,,, @skunkslayer Does this error code only appear when trying to connect to Xbox LIVE?
71375737,,,@XboxSupport1 Yes the error only appears when i try to sign into xbox live
139239482,,, @skunkslayer can you try resetting your router/modem &amp; see if that helps?
139239482,,," If not, do a direct connection to the modem ^KN"
71375737,,,@XboxSupport1 also i am in the fall dashboard preview/beta so my xbox is a little different from everybody else's
139239482,,,"@skunkslayer That might be why, see here http://t.co/sw3EKe13 else please post in http://t.co/ghRijK1e about that error/bug ^KN"
71375737,,, @XboxSupport1 could my profile be corrupt?
71375737,,, If im signing to http://t.co/VrmObgI0 i get runtime errors when trying to access that link.
139239482,,, @skunkslayer try clearing your browsers cookies and restarting the browser window.
71375737,,,@XboxSupport1 I cleared cookies and cache and I dont get the error unless I sign into xbox live again.
139239482,,, @skunkslayer were you able to see the forum link I sent ya though?
139239482,,, @skunkslayer There are known account issues mentioned in our service alerts at this time http://t.co/6N6mW5mT please try again later.
71375737,,, @XboxSupport1 The service is working again.
71375737,,, Thanks to whoever fixed it.

139239482,,, @crzy_pizza How many lights do you see?
139239482,,," Do you have the S model, or an older model?"
758927456,,,"@XboxSupport1 uh 3 lights, n I have the older one!!"
139239482,,, @crzy_pizza Can you try this trouble shooter?
139239482,,, http://t.co/RCIcvgCs ^PJ

139239482,,, @thesexylamb Did you have any Xbox questions that we can attempt to answer wittily today?
139239482,,, @thesexylamb Any other Xbox questions that we can help with today?

139239482,,, @CENAT1ON Which model Xbox do you have?
139239482,,, Which wireless adapter are you trying to install?
415835800,,,@XboxSupport1 This: http://t.co/JOWiR8rb
139239482,,, @CENAT1ON Are you able to recognize wireless networks with the adapter?
415835800,,," @XboxSupport1 Yes, I am connected to xbox live fine but sometimes I get disconnected."
415835800,,, i wanted to download the CD to see if makes difference
139239482,,," @CENAT1ON when you get disconnected, have you tried to reset your router and modem, and restart the console?"
415835800,,,"@XboxSupport1 yes, it happens like once a day, I changed the router and still the same problemâ€¦"
139239482,,, @CENAT1ON What's your router model?
415835800,,,@XboxSupport1 This is the router and it is called BrightBox http://t.co/MZxEKDg9
139239482,,,@CENAT1ON Doesn't look like your router is listed on here http://t.co/VeeRd10R  ^KN
415835800,,,@XboxSupport1 The broadband is Orange can you get anything from that?
139239482,,, @CENAT1ON yeah but I'm not seeing that as a compatible Xbox LIVE router from that list I provided earlier.
415835800,,,@XboxSupport1 This is my router: https://t.co/xWft8LRo
139239482,,,"@CENAT1ON Doesn't look like its an XBL compatible router, see list here http://t.co/VeeRd10R  ^KN"
415835800,,,@XboxSupport1 But it works with 3 xboxsâ€¦
139239482,,, @CENAT1ON Do you still disconnect when you run a wired connection?
415835800,,,@XboxSupport1 No
139239482,,," @CENAT1ON Drawing a straight line from your Xbox to your router, how many walls does it pass through?"

139239482,,, @iam_Krax What errors are you seeing when this happens?
197107874,,, @XboxSupport1 unable to sign in.
197107874,,, please wait while we fix this
197107874,,, @XboxSupport1 and the app says..
197107874,,, Something went wrong sign in on http://t.co/RRwETmV7 for more info
139239482,,, @iam_Krax What browser are you attempting this in when you sign in on the computer?
197107874,,,@XboxSupport1 Firefox
197107874,,, @XboxSupport1 its letting me sign in now.
197107874,,, i deleted cookies
139239482,,, @iam_Krax So issue is resolved?
197107874,,,@XboxSupport1 still will not let me sign in on android app but on http://t.co/RRwETmV7 its fine now
139239482,,,@iam_Krax Let's delete the app then redownload/reinstall &amp; try again ^JX
197107874,,,@XboxSupport1 Thanks for the help seems to be working fine again

139239482,,,"@joshdelaney12 Check your contact email, including the junk/spam folder, and see if you got an email from our enforcement team ^JN"
449029474,,,@XboxSupport1 @joshdelaney12 yeah it has been suspended so how do i get it to be unsuspended
139239482,,, @joshdelaney12 Is this a billing related suspension?
449029474,,,@XboxSupport1 i dunno it says i need to update my payment it comes up redeem code so when i clicks on that puts the code in it says error
139239482,,, @joshdelaney12 What is the error code you are getting?
139239482,,," @joshdelaney12 You can post on the suspension forums:http://t.co/T1IwXcbW or call phone support, did you need the number?"
449029474,,,@XboxSupport1 yeah i need the number
139239482,,, @joshdelaney12 Which region are you in?

139239482,,, @Padd3rs We're always happy to help!
19861679,,, @XboxSupport1 well that's wonderful :).
19861679,,, The only way you'd be better is if you gave me a new xbox :p

139239482,,, @lukeward69 Do you see any error messages when this happens?
62107866,,,@XboxSupport1 no just freezes
139239482,,, @lukeward69 Have you gone through the steps here?
139239482,,, http://t.co/NHXnTO8G ^RH

139239482,,," @Melotali3 We provide awesome features/services for the Gold Xbox LIVE subscription, see here http://t.co/hG78m051 for the list."
412945807,,,@xboxsupport1 okay you know I'll check it out but is there a platinum XBOX you said there's a gold one
139239482,,, @Melotali3 We have a free subscription and a Gold subscription.
139239482,,, No Platinum.

